environment,instance,algorithm_description,solution_cost,nodes_expanded,nodes_generated,total_time_ms,memory_peak_kb,count_enqueue,time_enqueue_ns,count_dequeue,time_dequeue_ns,count_rebuild,time_rebuild_ns,count_decrease_key,time_decrease_key_ns,count_stale_pops,count_update_pushes,wasted_time_ns,total_overhead_ns,instance_number
random_grid,7,"ANA* with RealBucketHeap (a=50, b=1, D=2)",21251,79658241,87321173.0,10640.7,2699340.0,87321174.0,2544590000.0,87321174.0,2666110000.0,345.0,27866600.0,0.0,0.0,7662094.0,67361115.0,233940000.0,5238560000.0,122
random_grid,7,"ANA* with RealBucketHeap (a=100, b=1, D=2)",21251,111203354,120458867.0,13192.1,2699340.0,120458868.0,3028080000.0,120458868.0,3051210000.0,258.0,27447900.0,0.0,0.0,9253326.0,100498809.0,234386000.0,6106740000.0,123
random_grid,7,"ANA* with RealBucketHeap (a=150, b=1, D=2)",21251,112531330,122751075.0,12939.1,2699340.0,122751076.0,2892480000.0,122751076.0,2825760000.0,258.0,24252800.0,0.0,0.0,10216049.0,102791017.0,235176000.0,5742500000.0,124
random_grid,7,"ANA* with RealBucketHeap (a=200, b=1, D=2)",21251,152202996,163943475.0,16638.6,2699340.0,163943476.0,3684870000.0,163943476.0,3567190000.0,144.0,19267500.0,0.0,0.0,11738923.0,143983417.0,255423000.0,7271330000.0,125
random_grid,7,"ANA* with RealBucketHeap (a=250, b=1, D=2)",21251,144875993,157546754.0,16040.0,2699340.0,157546755.0,3493440000.0,157546755.0,3353340000.0,146.0,19898600.0,0.0,0.0,12668683.0,137586696.0,269650000.0,6866680000.0,126
random_grid,8,ANA* with IndexedHeap (D=2),21308,60973213,68885419.0,12261.2,2699340.0,60973224.0,2345190000.0,60973224.0,4612390000.0,1178.0,389354000.0,7912196.0,316468000.0,0.0,48931568.0,0.0,7663400000.0,127
random_grid,8,"ANA* with RealBucketHeap (a=1, b=1, D=2)",21308,45594044,53210238.0,13042.1,2699340.0,53210239.0,3422850000.0,53210239.0,5213270000.0,358.0,43963800.0,0.0,0.0,7614782.0,33256387.0,746058000.0,8680080000.0,128
random_grid,8,"ANA* with RealBucketHeap (a=25, b=1, D=2)",21308,50249499,56969012.0,7997.88,2699340.0,56969013.0,1987270000.0,56969013.0,2099490000.0,685.0,42685300.0,0.0,0.0,6718766.0,37015161.0,247608000.0,4129440000.0,129
random_grid,8,"ANA* with RealBucketHeap (a=50, b=1, D=2)",21308,67533706,75156310.0,9070.41,2699340.0,75156311.0,2140360000.0,75156311.0,2241540000.0,680.0,52762400.0,0.0,0.0,7620757.0,55202459.0,227290000.0,4434670000.0,130
random_grid,8,"ANA* with RealBucketHeap (a=100, b=1, D=2)",21308,96771667,105856687.0,11637.3,2699340.0,105856688.0,2649150000.0,105856688.0,2659380000.0,365.0,33686200.0,0.0,0.0,9082507.0,85902836.0,228175000.0,5342220000.0,131
random_grid,8,"ANA* with RealBucketHeap (a=150, b=1, D=2)",21308,116975450,127198389.0,13475.1,2699340.0,127198390.0,3011610000.0,127198390.0,2967300000.0,293.0,33764000.0,0.0,0.0,10220361.0,107244538.0,238422000.0,6012670000.0,132
random_grid,8,"ANA* with RealBucketHeap (a=200, b=1, D=2)",21308,119482760,130667360.0,13370.2,2699340.0,130667361.0,2938260000.0,130667361.0,2836190000.0,254.0,36284300.0,0.0,0.0,11179924.0,110713509.0,242665000.0,5810730000.0,133
